parent_agency,acronym,name,presidential_year,final_rules,proposed_rules
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2010,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2011,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2012,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2013,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2014,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2015,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2016,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2017,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2018,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2019,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2020,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2021,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2022,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2023,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2024,0,0
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,1995,67,39
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,1996,44,43
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,1997,70,19
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,1998,83,26
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,1999,71,38
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2000,82,35
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2001,53,19
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2002,74,30
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2003,77,34
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2004,71,23
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2005,79,19
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2006,61,14
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2007,58,17
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2008,61,16
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2009,63,14
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2010,67,20
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2011,62,26
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2012,68,21
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2013,53,20
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2014,58,28
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2015,61,27
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2016,71,26
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2017,14,4
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2018,26,12
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2019,36,19
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2020,54,17
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2021,34,15
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2022,25,9
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2023,42,19
national-aeronautics-and-space-administration,NASA,National Aeronautics and Space Administration,2024,40,18
national-archives-and-records-administration,NARA,National Archives and Records Administration,1995,7,3
national-archives-and-records-administration,NARA,National Archives and Records Administration,1996,8,2
national-archives-and-records-administration,NARA,National Archives and Records Administration,1997,4,1
national-archives-and-records-administration,NARA,National Archives and Records Administration,1998,3,3
national-archives-and-records-administration,NARA,National Archives and Records Administration,1999,7,7
national-archives-and-records-administration,NARA,National Archives and Records Administration,2000,9,6
national-archives-and-records-administration,NARA,National Archives and Records Administration,2001,4,6
national-archives-and-records-administration,NARA,National Archives and Records Administration,2002,12,6
national-archives-and-records-administration,NARA,National Archives and Records Administration,2003,5,4
national-archives-and-records-administration,NARA,National Archives and Records Administration,2004,6,8
national-archives-and-records-administration,NARA,National Archives and Records Administration,2005,3,3
national-archives-and-records-administration,NARA,National Archives and Records Administration,2006,11,4
national-archives-and-records-administration,NARA,National Archives and Records Administration,2007,4,4
national-archives-and-records-administration,NARA,National Archives and Records Administration,2008,5,2
national-archives-and-records-administration,NARA,National Archives and Records Administration,2009,3,4
national-archives-and-records-administration,NARA,National Archives and Records Administration,2010,7,2
national-archives-and-records-administration,NARA,National Archives and Records Administration,2011,3,2
national-archives-and-records-administration,NARA,National Archives and Records Administration,2012,1,1
national-archives-and-records-administration,NARA,National Archives and Records Administration,2013,2,2
national-archives-and-records-administration,NARA,National Archives and Records Administration,2014,3,1
national-archives-and-records-administration,NARA,National Archives and Records Administration,2015,1,1
national-archives-and-records-administration,NARA,National Archives and Records Administration,2016,4,5
national-archives-and-records-administration,NARA,National Archives and Records Administration,2017,3,0
national-archives-and-records-administration,NARA,National Archives and Records Administration,2018,3,1
national-archives-and-records-administration,NARA,National Archives and Records Administration,2019,1,0
national-archives-and-records-administration,NARA,National Archives and Records Administration,2020,2,1
national-archives-and-records-administration,NARA,National Archives and Records Administration,2021,0,0
national-archives-and-records-administration,NARA,National Archives and Records Administration,2022,3,0
national-archives-and-records-administration,NARA,National Archives and Records Administration,2023,2,0
national-archives-and-records-administration,NARA,National Archives and Records Administration,2024,4,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,1995,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,1996,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,1997,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,1998,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,1999,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2000,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2001,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2002,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2003,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2004,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2005,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2006,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2007,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2008,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2009,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2010,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2011,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2012,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2013,0,1
national-capital-planning-commission,NCPC,National Capital Planning Commission,2014,1,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2015,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2016,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2017,3,3
national-capital-planning-commission,NCPC,National Capital Planning Commission,2018,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2019,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2020,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2021,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2022,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2023,0,0
national-capital-planning-commission,NCPC,National Capital Planning Commission,2024,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,1995,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,1996,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,1997,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,1998,1,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,1999,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2000,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2001,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2002,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2003,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2004,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2005,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2006,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2007,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2008,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2009,0,0
national-commission-on-libraries-and-information-science,NCLIS,National Commission on Libraries and Information Science,2010,0,0
